"","Quarter_Year","admin_type","top_ofnse_typ_desc","Count"
"918",2022 Q3,"Technical Commitment","WEAPONS",34.45
"919",2022 Q4,"New Commitment","ALCOHOL & DRUG",348.81
"920",2022 Q4,"New Commitment","DRIVING",121.43
"921",2022 Q4,"New Commitment","DRUG POSSESSION ONLY",44.93
"922",2022 Q4,"New Commitment","MURDER",741.1
"923",2022 Q4,"New Commitment","OTHER",73.27
"924",2022 Q4,"New Commitment","PERSON",1110.7
"925",2022 Q4,"New Commitment","PROPERTY",547.11
"926",2022 Q4,"New Commitment","SEX OFFENSE",1843.01
"927",2022 Q4,"New Commitment","WEAPONS",101.35
"928",2022 Q4,"Technical Commitment","ALCOHOL & DRUG",121.13
"929",2022 Q4,"Technical Commitment","DRIVING",46.74
"930",2022 Q4,"Technical Commitment","DRUG POSSESSION ONLY",22.68
"931",2022 Q4,"Technical Commitment","MURDER",43.92
"932",2022 Q4,"Technical Commitment","OTHER",28.07
"933",2022 Q4,"Technical Commitment","PERSON",294.72
"934",2022 Q4,"Technical Commitment","PROPERTY",244.65
"935",2022 Q4,"Technical Commitment","SEX OFFENSE",218.12
"936",2022 Q4,"Technical Commitment","WEAPONS",36.86
"937",2023 Q1,"New Commitment","ALCOHOL & DRUG",351.31
"938",2023 Q1,"New Commitment","DRIVING",130.07
"939",2023 Q1,"New Commitment","DRUG POSSESSION ONLY",39.1
"940",2023 Q1,"New Commitment","MURDER",751.48
"941",2023 Q1,"New Commitment","OTHER",76.12
"942",2023 Q1,"New Commitment","PERSON",1122.22
"943",2023 Q1,"New Commitment","PROPERTY",556.58
"944",2023 Q1,"New Commitment","SEX OFFENSE",1886.18
"945",2023 Q1,"New Commitment","WEAPONS",110.86
"946",2023 Q1,"Technical Commitment","ALCOHOL & DRUG",118.31
"947",2023 Q1,"Technical Commitment","DRIVING",47
"948",2023 Q1,"Technical Commitment","DRUG POSSESSION ONLY",22.29
"949",2023 Q1,"Technical Commitment","MURDER",44.09
"950",2023 Q1,"Technical Commitment","OTHER",25.03
"951",2023 Q1,"Technical Commitment","PERSON",286.18
"952",2023 Q1,"Technical Commitment","PROPERTY",232.23
"953",2023 Q1,"Technical Commitment","SEX OFFENSE",216.7
"954",2023 Q1,"Technical Commitment","WEAPONS",36.14
"955",2023 Q2,"New Commitment","ALCOHOL & DRUG",353.17
"956",2023 Q2,"New Commitment","DRIVING",137.9
"957",2023 Q2,"New Commitment","DRUG POSSESSION ONLY",42.43
"958",2023 Q2,"New Commitment","MURDER",756.19
"959",2023 Q2,"New Commitment","OTHER",72.26
"960",2023 Q2,"New Commitment","PERSON",1129.72
"961",2023 Q2,"New Commitment","PROPERTY",552.65
"962",2023 Q2,"New Commitment","SEX OFFENSE",1928.37
"963",2023 Q2,"New Commitment","WEAPONS",118.68
"964",2023 Q2,"Technical Commitment","ALCOHOL & DRUG",127.24
"965",2023 Q2,"Technical Commitment","DRIVING",45.57
"966",2023 Q2,"Technical Commitment","DRUG POSSESSION ONLY",22.33
"967",2023 Q2,"Technical Commitment","MURDER",40.77
"968",2023 Q2,"Technical Commitment","OTHER",21.89
"969",2023 Q2,"Technical Commitment","PERSON",288.27
"970",2023 Q2,"Technical Commitment","PROPERTY",224.03
"971",2023 Q2,"Technical Commitment","SEX OFFENSE",225.97
"972",2023 Q2,"Technical Commitment","WEAPONS",36.58
"973",2023 Q3,"New Commitment","ALCOHOL & DRUG",369.32
"974",2023 Q3,"New Commitment","DRIVING",148.92
"975",2023 Q3,"New Commitment","DRUG POSSESSION ONLY",41.95
"976",2023 Q3,"New Commitment","MURDER",768.96
"977",2023 Q3,"New Commitment","OTHER",70.06
"978",2023 Q3,"New Commitment","PERSON",1137.51
"979",2023 Q3,"New Commitment","PROPERTY",553.77
"980",2023 Q3,"New Commitment","SEX OFFENSE",1952.03
"981",2023 Q3,"New Commitment","WEAPONS",116.49
"982",2023 Q3,"Technical Commitment","ALCOHOL & DRUG",131.13
"983",2023 Q3,"Technical Commitment","DRIVING",38.67
"984",2023 Q3,"Technical Commitment","DRUG POSSESSION ONLY",20.43
"985",2023 Q3,"Technical Commitment","MURDER",44.3
"986",2023 Q3,"Technical Commitment","OTHER",18.8
"987",2023 Q3,"Technical Commitment","PERSON",282.26
"988",2023 Q3,"Technical Commitment","PROPERTY",226.91
"989",2023 Q3,"Technical Commitment","SEX OFFENSE",239.77
"990",2023 Q3,"Technical Commitment","WEAPONS",32.53
"991",2023 Q4,"New Commitment","ALCOHOL & DRUG",379.4
"992",2023 Q4,"New Commitment","DRIVING",145.26
"993",2023 Q4,"New Commitment","DRUG POSSESSION ONLY",48.13
"994",2023 Q4,"New Commitment","MURDER",780.79
"995",2023 Q4,"New Commitment","OTHER",74.86
"996",2023 Q4,"New Commitment","PERSON",1164.89
"997",2023 Q4,"New Commitment","PROPERTY",552.27
"998",2023 Q4,"New Commitment","SEX OFFENSE",1988.81
"999",2023 Q4,"New Commitment","WEAPONS",122.96
"1000",2023 Q4,"Technical Commitment","ALCOHOL & DRUG",123.88
"1001",2023 Q4,"Technical Commitment","DRIVING",44.46
"1002",2023 Q4,"Technical Commitment","DRUG POSSESSION ONLY",19.54
"1003",2023 Q4,"Technical Commitment","MURDER",49.65
"1004",2023 Q4,"Technical Commitment","OTHER",24.5
"1005",2023 Q4,"Technical Commitment","PERSON",308.8
"1006",2023 Q4,"Technical Commitment","PROPERTY",243.33
"1007",2023 Q4,"Technical Commitment","SEX OFFENSE",234.49
"1008",2023 Q4,"Technical Commitment","WEAPONS",30.47
"1009",2024 Q1,"New Commitment","ALCOHOL & DRUG",375.81
"1010",2024 Q1,"New Commitment","DRIVING",150.01
"1011",2024 Q1,"New Commitment","DRUG POSSESSION ONLY",56.01
"1012",2024 Q1,"New Commitment","MURDER",791.26
"1013",2024 Q1,"New Commitment","OTHER",77.12
"1014",2024 Q1,"New Commitment","PERSON",1153.42
"1015",2024 Q1,"New Commitment","PROPERTY",566.29
"1016",2024 Q1,"New Commitment","SEX OFFENSE",2040.44
"1017",2024 Q1,"New Commitment","WEAPONS",137.62
"1018",2024 Q1,"Technical Commitment","ALCOHOL & DRUG",120.23
"1019",2024 Q1,"Technical Commitment","DRIVING",49.14
"1020",2024 Q1,"Technical Commitment","DRUG POSSESSION ONLY",24.02
"1021",2024 Q1,"Technical Commitment","MURDER",46.81
"1022",2024 Q1,"Technical Commitment","OTHER",29.72
"1023",2024 Q1,"Technical Commitment","PERSON",334.24
"1024",2024 Q1,"Technical Commitment","PROPERTY",261.04
"1025",2024 Q1,"Technical Commitment","SEX OFFENSE",231.64
"1026",2024 Q1,"Technical Commitment","WEAPONS",34.61
"1027",2024 Q2,"New Commitment","ALCOHOL & DRUG",368.82
"1028",2024 Q2,"New Commitment","DRIVING",160.35
"1029",2024 Q2,"New Commitment","DRUG POSSESSION ONLY",59.94
"1030",2024 Q2,"New Commitment","MURDER",796.78
"1031",2024 Q2,"New Commitment","OTHER",84.58
"1032",2024 Q2,"New Commitment","PERSON",1156.88
"1033",2024 Q2,"New Commitment","PROPERTY",558.96
"1034",2024 Q2,"New Commitment","SEX OFFENSE",2082.97
"1035",2024 Q2,"New Commitment","WEAPONS",137.73
"1036",2024 Q2,"Technical Commitment","ALCOHOL & DRUG",106.27
"1037",2024 Q2,"Technical Commitment","DRIVING",35.27
"1038",2024 Q2,"Technical Commitment","DRUG POSSESSION ONLY",18.63
"1039",2024 Q2,"Technical Commitment","MURDER",47.69
"1040",2024 Q2,"Technical Commitment","OTHER",26.07
"1041",2024 Q2,"Technical Commitment","PERSON",296.09
"1042",2024 Q2,"Technical Commitment","PROPERTY",223.63
"1043",2024 Q2,"Technical Commitment","SEX OFFENSE",215.94
"1044",2024 Q2,"Technical Commitment","WEAPONS",30.93
"1045",2024 Q3,"New Commitment","ALCOHOL & DRUG",354.39
"1046",2024 Q3,"New Commitment","DRIVING",158.46
"1047",2024 Q3,"New Commitment","DRUG POSSESSION ONLY",57.96
"1048",2024 Q3,"New Commitment","MURDER",812.33
"1049",2024 Q3,"New Commitment","OTHER",81.2
"1050",2024 Q3,"New Commitment","PERSON",1150.85
"1051",2024 Q3,"New Commitment","PROPERTY",533.04
"1052",2024 Q3,"New Commitment","SEX OFFENSE",2126.84
"1053",2024 Q3,"New Commitment","WEAPONS",132.85
"1054",2024 Q3,"Technical Commitment","ALCOHOL & DRUG",111.42
"1055",2024 Q3,"Technical Commitment","DRIVING",34.47
"1056",2024 Q3,"Technical Commitment","DRUG POSSESSION ONLY",20.35
"1057",2024 Q3,"Technical Commitment","MURDER",45.15
"1058",2024 Q3,"Technical Commitment","OTHER",21.49
"1059",2024 Q3,"Technical Commitment","PERSON",294.08
"1060",2024 Q3,"Technical Commitment","PROPERTY",221.02
"1061",2024 Q3,"Technical Commitment","SEX OFFENSE",208.59
"1062",2024 Q3,"Technical Commitment","WEAPONS",27.85
"1063",2024 Q4,"New Commitment","ALCOHOL & DRUG",340.48
"1064",2024 Q4,"New Commitment","DRIVING",148.13
"1065",2024 Q4,"New Commitment","DRUG POSSESSION ONLY",47.75
"1066",2024 Q4,"New Commitment","MURDER",820.75
"1067",2024 Q4,"New Commitment","OTHER",81.33
"1068",2024 Q4,"New Commitment","PERSON",1096.91
"1069",2024 Q4,"New Commitment","PROPERTY",502.37
"1070",2024 Q4,"New Commitment","SEX OFFENSE",2138.98
"1071",2024 Q4,"New Commitment","WEAPONS",125.55
"1072",2024 Q4,"Technical Commitment","ALCOHOL & DRUG",132.02
"1073",2024 Q4,"Technical Commitment","DRIVING",37.95
"1074",2024 Q4,"Technical Commitment","DRUG POSSESSION ONLY",19.9
"1075",2024 Q4,"Technical Commitment","MURDER",40.19
"1076",2024 Q4,"Technical Commitment","OTHER",27.81
"1077",2024 Q4,"Technical Commitment","PERSON",311.9
"1078",2024 Q4,"Technical Commitment","PROPERTY",250.42
"1079",2024 Q4,"Technical Commitment","SEX OFFENSE",212.04
"1080",2024 Q4,"Technical Commitment","WEAPONS",30.49
