"","Quarter_Year","gender","top_ofnse_typ_desc","admin_type","count"
"1693",2019 Q2,"F","DRUG POSSESSION ONLY","Technical Commitment",9.75
"1694",2019 Q2,"F","MURDER","New Commitment",50.81
"1695",2019 Q2,"F","MURDER","Technical Commitment",1
"1696",2019 Q2,"F","MURDER","Technical Commitment",4.27
"1697",2019 Q2,"F","OTHER","New Commitment",17.88
"1698",2019 Q2,"F","OTHER","Technical Commitment",2.29
"1699",2019 Q2,"F","PERSON","New Commitment",103.35
"1700",2019 Q2,"F","PERSON","Technical Commitment",14.42
"1701",2019 Q2,"F","PROPERTY","New Commitment",173.21
"1702",2019 Q2,"F","PROPERTY","Technical Commitment",21.55
"1703",2019 Q2,"F","SEX OFFENSE","New Commitment",43.89
"1704",2019 Q2,"F","SEX OFFENSE","Technical Commitment",1
"1705",2019 Q2,"F","WEAPONS","New Commitment",6.74
"1706",2019 Q2,"F","WEAPONS","Technical Commitment",1
"1707",2019 Q2,"M","ALCOHOL & DRUG","New Commitment",400.9
"1708",2019 Q2,"M","ALCOHOL & DRUG","Technical Commitment",1
"1709",2019 Q2,"M","ALCOHOL & DRUG","Technical Commitment",75.68
"1710",2019 Q2,"M","DRIVING","New Commitment",137.31
"1711",2019 Q2,"M","DRIVING","Technical Commitment",39.07
"1712",2019 Q2,"M","DRUG POSSESSION ONLY","New Commitment",76.33
"1713",2019 Q2,"M","DRUG POSSESSION ONLY","Technical Commitment",18.41
"1714",2019 Q2,"M","MURDER","New Commitment",696.14
"1715",2019 Q2,"M","MURDER","Technical Commitment",23
"1716",2019 Q2,"M","MURDER","Technical Commitment",16.71
"1717",2019 Q2,"M","OTHER","New Commitment",75.6
"1718",2019 Q2,"M","OTHER","Technical Commitment",10.71
"1719",2019 Q2,"M","PERSON","New Commitment",1093.64
"1720",2019 Q2,"M","PERSON","Technical Commitment",4.7
"1721",2019 Q2,"M","PERSON","Technical Commitment",195.89
"1722",2019 Q2,"M","PROPERTY","New Commitment",791.2
"1723",2019 Q2,"M","PROPERTY","Technical Commitment",192.58
"1724",2019 Q2,"M","SEX OFFENSE","New Commitment",23.95
"1725",2019 Q2,"M","SEX OFFENSE","Technical Commitment",2.48
"1726",2019 Q2,"M","SEX OFFENSE","New Commitment",1997.32
"1727",2019 Q2,"M","SEX OFFENSE","Technical Commitment",10
"1728",2019 Q2,"M","SEX OFFENSE","Technical Commitment",184.24
"1729",2019 Q2,"M","WEAPONS","New Commitment",98.27
"1730",2019 Q2,"M","WEAPONS","Technical Commitment",19.13
"1731",2019 Q3,"F","ALCOHOL & DRUG","New Commitment",71.01
"1732",2019 Q3,"F","ALCOHOL & DRUG","Technical Commitment",12.72
"1733",2019 Q3,"F","DRIVING","New Commitment",20.83
"1734",2019 Q3,"F","DRIVING","Technical Commitment",2.42
"1735",2019 Q3,"F","DRUG POSSESSION ONLY","New Commitment",27.14
"1736",2019 Q3,"F","DRUG POSSESSION ONLY","Technical Commitment",12.8
"1737",2019 Q3,"F","MURDER","New Commitment",51
"1738",2019 Q3,"F","MURDER","Technical Commitment",1
"1739",2019 Q3,"F","MURDER","Technical Commitment",4.42
"1740",2019 Q3,"F","OTHER","New Commitment",17.28
"1741",2019 Q3,"F","OTHER","Technical Commitment",1
"1742",2019 Q3,"F","PERSON","New Commitment",107.29
"1743",2019 Q3,"F","PERSON","Technical Commitment",13.96
"1744",2019 Q3,"F","PROPERTY","New Commitment",178.04
"1745",2019 Q3,"F","PROPERTY","Technical Commitment",32.55
"1746",2019 Q3,"F","SEX OFFENSE","New Commitment",40.84
"1747",2019 Q3,"F","SEX OFFENSE","Technical Commitment",1.07
"1748",2019 Q3,"F","WEAPONS","New Commitment",5.82
"1749",2019 Q3,"F","WEAPONS","Technical Commitment",1
"1750",2019 Q3,"M","ALCOHOL & DRUG","New Commitment",381.5
"1751",2019 Q3,"M","ALCOHOL & DRUG","Technical Commitment",1
"1752",2019 Q3,"M","ALCOHOL & DRUG","Technical Commitment",71.86
"1753",2019 Q3,"M","DRIVING","New Commitment",134.24
"1754",2019 Q3,"M","DRIVING","Technical Commitment",36.76
"1755",2019 Q3,"M","DRUG POSSESSION ONLY","New Commitment",69.63
"1756",2019 Q3,"M","DRUG POSSESSION ONLY","Technical Commitment",22.15
"1757",2019 Q3,"M","MURDER","New Commitment",701.68
"1758",2019 Q3,"M","MURDER","Technical Commitment",22.64
"1759",2019 Q3,"M","MURDER","Technical Commitment",15.01
"1760",2019 Q3,"M","OTHER","New Commitment",77.03
"1761",2019 Q3,"M","OTHER","Technical Commitment",10.86
"1762",2019 Q3,"M","PERSON","New Commitment",1103.15
"1763",2019 Q3,"M","PERSON","Technical Commitment",5
"1764",2019 Q3,"M","PERSON","Technical Commitment",206.48
"1765",2019 Q3,"M","PROPERTY","New Commitment",763.87
"1766",2019 Q3,"M","PROPERTY","Technical Commitment",209.07
"1767",2019 Q3,"M","SEX OFFENSE","New Commitment",23.78
"1768",2019 Q3,"M","SEX OFFENSE","Technical Commitment",2.08
"1769",2019 Q3,"M","SEX OFFENSE","New Commitment",2000.61
"1770",2019 Q3,"M","SEX OFFENSE","Technical Commitment",10
"1771",2019 Q3,"M","SEX OFFENSE","Technical Commitment",195.11
"1772",2019 Q3,"M","WEAPONS","New Commitment",104.34
"1773",2019 Q3,"M","WEAPONS","Technical Commitment",23.85
"1774",2019 Q4,"F","ALCOHOL & DRUG","New Commitment",73.57
"1775",2019 Q4,"F","ALCOHOL & DRUG","Technical Commitment",11.71
"1776",2019 Q4,"F","DRIVING","New Commitment",18.61
"1777",2019 Q4,"F","DRIVING","Technical Commitment",2.43
"1778",2019 Q4,"F","DRUG POSSESSION ONLY","New Commitment",25.26
"1779",2019 Q4,"F","DRUG POSSESSION ONLY","Technical Commitment",9.85
"1780",2019 Q4,"F","MURDER","New Commitment",49.22
"1781",2019 Q4,"F","MURDER","Technical Commitment",1
"1782",2019 Q4,"F","MURDER","Technical Commitment",3.46
"1783",2019 Q4,"F","OTHER","New Commitment",16.85
"1784",2019 Q4,"F","OTHER","Technical Commitment",3.42
"1785",2019 Q4,"F","PERSON","New Commitment",106.87
"1786",2019 Q4,"F","PERSON","Technical Commitment",12.04
"1787",2019 Q4,"F","PROPERTY","New Commitment",177.35
"1788",2019 Q4,"F","PROPERTY","Technical Commitment",36.2
"1789",2019 Q4,"F","SEX OFFENSE","New Commitment",39.18
"1790",2019 Q4,"F","SEX OFFENSE","Technical Commitment",1
"1791",2019 Q4,"F","WEAPONS","New Commitment",4.7
"1792",2019 Q4,"M","ALCOHOL & DRUG","New Commitment",377.71
"1793",2019 Q4,"M","ALCOHOL & DRUG","Technical Commitment",1
"1794",2019 Q4,"M","ALCOHOL & DRUG","Technical Commitment",81.2
"1795",2019 Q4,"M","DRIVING","New Commitment",126.42
"1796",2019 Q4,"M","DRIVING","Technical Commitment",34.34
"1797",2019 Q4,"M","DRUG POSSESSION ONLY","New Commitment",70.42
"1798",2019 Q4,"M","DRUG POSSESSION ONLY","Technical Commitment",21.3
"1799",2019 Q4,"M","MURDER","New Commitment",706.02
"1800",2019 Q4,"M","MURDER","Technical Commitment",22
"1801",2019 Q4,"M","MURDER","Technical Commitment",16.84
"1802",2019 Q4,"M","OTHER","New Commitment",80.85
"1803",2019 Q4,"M","OTHER","Technical Commitment",16.75
"1804",2019 Q4,"M","PERSON","New Commitment",1100.64
"1805",2019 Q4,"M","PERSON","Technical Commitment",4.32
"1806",2019 Q4,"M","PERSON","Technical Commitment",223.47
"1807",2019 Q4,"M","PROPERTY","New Commitment",743.3
"1808",2019 Q4,"M","PROPERTY","Technical Commitment",201.68
"1809",2019 Q4,"M","SEX OFFENSE","New Commitment",22.66
"1810",2019 Q4,"M","SEX OFFENSE","Technical Commitment",2
"1811",2019 Q4,"M","SEX OFFENSE","New Commitment",1992.62
"1812",2019 Q4,"M","SEX OFFENSE","Technical Commitment",10
"1813",2019 Q4,"M","SEX OFFENSE","Technical Commitment",202.83
"1814",2019 Q4,"M","WEAPONS","New Commitment",110.36
"1815",2019 Q4,"M","WEAPONS","Technical Commitment",16.5
"1816",2020 Q1,"F","ALCOHOL & DRUG","New Commitment",70.76
"1817",2020 Q1,"F","ALCOHOL & DRUG","Technical Commitment",12.99
"1818",2020 Q1,"F","DRIVING","New Commitment",18.68
"1819",2020 Q1,"F","DRIVING","Technical Commitment",2.95
"1820",2020 Q1,"F","DRUG POSSESSION ONLY","New Commitment",18.69
"1821",2020 Q1,"F","DRUG POSSESSION ONLY","Technical Commitment",8.67
"1822",2020 Q1,"F","MURDER","New Commitment",50.87
"1823",2020 Q1,"F","MURDER","Technical Commitment",1
"1824",2020 Q1,"F","MURDER","Technical Commitment",2
"1825",2020 Q1,"F","OTHER","New Commitment",17.96
"1826",2020 Q1,"F","OTHER","Technical Commitment",4.27
"1827",2020 Q1,"F","PERSON","New Commitment",96.86
"1828",2020 Q1,"F","PERSON","Technical Commitment",13.38
"1829",2020 Q1,"F","PROPERTY","New Commitment",166.52
"1830",2020 Q1,"F","PROPERTY","Technical Commitment",31.49
"1831",2020 Q1,"F","SEX OFFENSE","New Commitment",38.21
"1832",2020 Q1,"F","SEX OFFENSE","Technical Commitment",1
"1833",2020 Q1,"F","WEAPONS","New Commitment",3.91
"1834",2020 Q1,"F","WEAPONS","Technical Commitment",1
"1835",2020 Q1,"M","ALCOHOL & DRUG","New Commitment",359.78
"1836",2020 Q1,"M","ALCOHOL & DRUG","Technical Commitment",1
"1837",2020 Q1,"M","ALCOHOL & DRUG","Technical Commitment",80.25
"1838",2020 Q1,"M","DRIVING","New Commitment",122.71
"1839",2020 Q1,"M","DRIVING","Technical Commitment",31.84
"1840",2020 Q1,"M","DRUG POSSESSION ONLY","New Commitment",70.87
"1841",2020 Q1,"M","DRUG POSSESSION ONLY","Technical Commitment",20.22
"1842",2020 Q1,"M","MURDER","New Commitment",699.33
"1843",2020 Q1,"M","MURDER","Technical Commitment",22
"1844",2020 Q1,"M","MURDER","Technical Commitment",17
"1845",2020 Q1,"M","OTHER","New Commitment",78.97
"1846",2020 Q1,"M","OTHER","Technical Commitment",16.64
"1847",2020 Q1,"M","PERSON","New Commitment",1089.67
"1848",2020 Q1,"M","PERSON","Technical Commitment",4
"1849",2020 Q1,"M","PERSON","Technical Commitment",204.92
"1850",2020 Q1,"M","PROPERTY","New Commitment",698.44
"1851",2020 Q1,"M","PROPERTY","Technical Commitment",205.11
"1852",2020 Q1,"M","SEX OFFENSE","New Commitment",20.11
"1853",2020 Q1,"M","SEX OFFENSE","Technical Commitment",1.53
"1854",2020 Q1,"M","SEX OFFENSE","New Commitment",1979.69
"1855",2020 Q1,"M","SEX OFFENSE","Technical Commitment",10
"1856",2020 Q1,"M","SEX OFFENSE","Technical Commitment",202.46
"1857",2020 Q1,"M","WEAPONS","New Commitment",115.29
"1858",2020 Q1,"M","WEAPONS","Technical Commitment",21.48
"1859",2020 Q2,"F","ALCOHOL & DRUG","New Commitment",53
"1860",2020 Q2,"F","ALCOHOL & DRUG","Technical Commitment",5.42
"1861",2020 Q2,"F","DRIVING","New Commitment",14.24
"1862",2020 Q2,"F","DRIVING","Technical Commitment",1
"1863",2020 Q2,"F","DRUG POSSESSION ONLY","New Commitment",15.21
"1864",2020 Q2,"F","DRUG POSSESSION ONLY","Technical Commitment",4.08
"1865",2020 Q2,"F","MURDER","New Commitment",54.84
"1866",2020 Q2,"F","MURDER","Technical Commitment",1
"1867",2020 Q2,"F","MURDER","Technical Commitment",1.69
"1868",2020 Q2,"F","OTHER","New Commitment",19.8
"1869",2020 Q2,"F","OTHER","Technical Commitment",2.23
"1870",2020 Q2,"F","PERSON","New Commitment",84.86
"1871",2020 Q2,"F","PERSON","Technical Commitment",7.96
"1872",2020 Q2,"F","PROPERTY","New Commitment",117.99
"1873",2020 Q2,"F","PROPERTY","Technical Commitment",20.77
"1874",2020 Q2,"F","SEX OFFENSE","New Commitment",38.99
"1875",2020 Q2,"F","SEX OFFENSE","Technical Commitment",1
"1876",2020 Q2,"F","WEAPONS","New Commitment",2.85
"1877",2020 Q2,"F","WEAPONS","Technical Commitment",1
"1878",2020 Q2,"M","ALCOHOL & DRUG","New Commitment",288.91
"1879",2020 Q2,"M","ALCOHOL & DRUG","Technical Commitment",1
"1880",2020 Q2,"M","ALCOHOL & DRUG","Technical Commitment",56.32
"1881",2020 Q2,"M","DRIVING","New Commitment",108.95
"1882",2020 Q2,"M","DRIVING","Technical Commitment",30.45
"1883",2020 Q2,"M","DRUG POSSESSION ONLY","New Commitment",59.51
"1884",2020 Q2,"M","DRUG POSSESSION ONLY","Technical Commitment",13.6
"1885",2020 Q2,"M","MURDER","New Commitment",692.41
"1886",2020 Q2,"M","MURDER","Technical Commitment",22
"1887",2020 Q2,"M","MURDER","Technical Commitment",14.62
"1888",2020 Q2,"M","OTHER","New Commitment",73.14
"1889",2020 Q2,"M","OTHER","Technical Commitment",14.79
"1890",2020 Q2,"M","PERSON","New Commitment",1032.59
"1891",2020 Q2,"M","PERSON","Technical Commitment",4.01
"1892",2020 Q2,"M","PERSON","Technical Commitment",152.12
"1893",2020 Q2,"M","PROPERTY","New Commitment",594.11
"1894",2020 Q2,"M","PROPERTY","Technical Commitment",151.54
"1895",2020 Q2,"M","SEX OFFENSE","New Commitment",19.1
"1896",2020 Q2,"M","SEX OFFENSE","Technical Commitment",1
"1897",2020 Q2,"M","SEX OFFENSE","New Commitment",1914.68
"1898",2020 Q2,"M","SEX OFFENSE","Technical Commitment",10
"1899",2020 Q2,"M","SEX OFFENSE","Technical Commitment",180.9
"1900",2020 Q2,"M","WEAPONS","New Commitment",104.29
"1901",2020 Q2,"M","WEAPONS","Technical Commitment",19.11
"1902",2020 Q3,"F","ALCOHOL & DRUG","New Commitment",41.73
"1903",2020 Q3,"F","ALCOHOL & DRUG","Technical Commitment",4.91
"1904",2020 Q3,"F","DRIVING","New Commitment",12.28
"1905",2020 Q3,"F","DRIVING","Technical Commitment",2.01
"1906",2020 Q3,"F","DRUG POSSESSION ONLY","New Commitment",13.5
"1907",2020 Q3,"F","DRUG POSSESSION ONLY","Technical Commitment",2.92
"1908",2020 Q3,"F","MURDER","New Commitment",53
"1909",2020 Q3,"F","MURDER","Technical Commitment",1
"1910",2020 Q3,"F","MURDER","Technical Commitment",2.15
"1911",2020 Q3,"F","OTHER","New Commitment",12.64
"1912",2020 Q3,"F","OTHER","Technical Commitment",1.54
"1913",2020 Q3,"F","PERSON","New Commitment",78.85
"1914",2020 Q3,"F","PERSON","Technical Commitment",8.43
"1915",2020 Q3,"F","PROPERTY","New Commitment",85.03
"1916",2020 Q3,"F","PROPERTY","Technical Commitment",16.15
"1917",2020 Q3,"F","SEX OFFENSE","New Commitment",37.04
"1918",2020 Q3,"F","SEX OFFENSE","Technical Commitment",1
"1919",2020 Q3,"F","WEAPONS","New Commitment",3
"1920",2020 Q3,"M","ALCOHOL & DRUG","New Commitment",273.08
"1921",2020 Q3,"M","ALCOHOL & DRUG","Technical Commitment",1.01
"1922",2020 Q3,"M","ALCOHOL & DRUG","Technical Commitment",53.28
"1923",2020 Q3,"M","DRIVING","New Commitment",101.67
"1924",2020 Q3,"M","DRIVING","Technical Commitment",26.2
"1925",2020 Q3,"M","DRUG POSSESSION ONLY","New Commitment",46.29
"1926",2020 Q3,"M","DRUG POSSESSION ONLY","Technical Commitment",11.98
"1927",2020 Q3,"M","MURDER","New Commitment",692.95
"1928",2020 Q3,"M","MURDER","Technical Commitment",22
"1929",2020 Q3,"M","MURDER","Technical Commitment",14.33
"1930",2020 Q3,"M","OTHER","New Commitment",61.63
"1931",2020 Q3,"M","OTHER","Technical Commitment",10
"1932",2020 Q3,"M","PERSON","New Commitment",1003.25
"1933",2020 Q3,"M","PERSON","Technical Commitment",4
"1934",2020 Q3,"M","PERSON","Technical Commitment",160.37
"1935",2020 Q3,"M","PROPERTY","New Commitment",522.11
"1936",2020 Q3,"M","PROPERTY","Technical Commitment",132.14
"1937",2020 Q3,"M","SEX OFFENSE","New Commitment",18.92
"1938",2020 Q3,"M","SEX OFFENSE","Technical Commitment",2
"1939",2020 Q3,"M","SEX OFFENSE","New Commitment",1868.38
"1940",2020 Q3,"M","SEX OFFENSE","Technical Commitment",10
"1941",2020 Q3,"M","SEX OFFENSE","Technical Commitment",169.83
"1942",2020 Q3,"M","WEAPONS","New Commitment",99.78
"1943",2020 Q3,"M","WEAPONS","Technical Commitment",15.7
"1944",2020 Q4,"F","ALCOHOL & DRUG","New Commitment",44.93
"1945",2020 Q4,"F","ALCOHOL & DRUG","Technical Commitment",11.07
"1946",2020 Q4,"F","DRIVING","New Commitment",9.85
"1947",2020 Q4,"F","DRIVING","Technical Commitment",3.3
"1948",2020 Q4,"F","DRUG POSSESSION ONLY","New Commitment",10.13
"1949",2020 Q4,"F","DRUG POSSESSION ONLY","Technical Commitment",3.65
"1950",2020 Q4,"F","MURDER","New Commitment",53.1
"1951",2020 Q4,"F","MURDER","Technical Commitment",1
"1952",2020 Q4,"F","MURDER","Technical Commitment",2.63
"1953",2020 Q4,"F","OTHER","New Commitment",5.35
"1954",2020 Q4,"F","OTHER","Technical Commitment",3.28
"1955",2020 Q4,"F","PERSON","New Commitment",77.1
"1956",2020 Q4,"F","PERSON","Technical Commitment",7.74
"1957",2020 Q4,"F","PROPERTY","New Commitment",74.48
"1958",2020 Q4,"F","PROPERTY","Technical Commitment",25.18
"1959",2020 Q4,"F","SEX OFFENSE","New Commitment",32.41
"1960",2020 Q4,"F","SEX OFFENSE","Technical Commitment",1.88
"1961",2020 Q4,"F","WEAPONS","New Commitment",2.35
"1962",2020 Q4,"M","ALCOHOL & DRUG","New Commitment",280.74
"1963",2020 Q4,"M","ALCOHOL & DRUG","Technical Commitment",1
"1964",2020 Q4,"M","ALCOHOL & DRUG","Technical Commitment",57.57
"1965",2020 Q4,"M","DRIVING","New Commitment",88.02
"1966",2020 Q4,"M","DRIVING","Technical Commitment",25.25
"1967",2020 Q4,"M","DRUG POSSESSION ONLY","New Commitment",39.09
"1968",2020 Q4,"M","DRUG POSSESSION ONLY","Technical Commitment",18.46
"1969",2020 Q4,"M","MURDER","New Commitment",679.34
"1970",2020 Q4,"M","MURDER","Technical Commitment",21.29
"1971",2020 Q4,"M","MURDER","Technical Commitment",18.2
"1972",2020 Q4,"M","OTHER","New Commitment",52.29
"1973",2020 Q4,"M","OTHER","Technical Commitment",14.38
"1974",2020 Q4,"M","PERSON","New Commitment",974.73
"1975",2020 Q4,"M","PERSON","Technical Commitment",4
"1976",2020 Q4,"M","PERSON","Technical Commitment",172.63
"1977",2020 Q4,"M","PROPERTY","New Commitment",485.63
"1978",2020 Q4,"M","PROPERTY","Technical Commitment",156.82
"1979",2020 Q4,"M","SEX OFFENSE","New Commitment",17.49
"1980",2020 Q4,"M","SEX OFFENSE","Technical Commitment",1.59
"1981",2020 Q4,"M","SEX OFFENSE","New Commitment",1804.2
"1982",2020 Q4,"M","SEX OFFENSE","Technical Commitment",10
"1983",2020 Q4,"M","SEX OFFENSE","Technical Commitment",160.89
"1984",2020 Q4,"M","WEAPONS","New Commitment",96.93
"1985",2020 Q4,"M","WEAPONS","Technical Commitment",15.34
"1986",2021 Q1,"F","ALCOHOL & DRUG","New Commitment",47.12
"1987",2021 Q1,"F","ALCOHOL & DRUG","Technical Commitment",7.78
"1988",2021 Q1,"F","DRIVING","New Commitment",10.48
"1989",2021 Q1,"F","DRIVING","Technical Commitment",3.56
"1990",2021 Q1,"F","DRUG POSSESSION ONLY","New Commitment",9.52
"1991",2021 Q1,"F","DRUG POSSESSION ONLY","Technical Commitment",6.09
"1992",2021 Q1,"F","MURDER","New Commitment",52.73
"1993",2021 Q1,"F","MURDER","Technical Commitment",1
"1994",2021 Q1,"F","MURDER","Technical Commitment",2.36
"1995",2021 Q1,"F","OTHER","New Commitment",5.88
"1996",2021 Q1,"F","OTHER","Technical Commitment",5.07
"1997",2021 Q1,"F","PERSON","New Commitment",80.39
"1998",2021 Q1,"F","PERSON","Technical Commitment",11.38
"1999",2021 Q1,"F","PROPERTY","New Commitment",86.64
"2000",2021 Q1,"F","PROPERTY","Technical Commitment",30.07
"2001",2021 Q1,"F","SEX OFFENSE","New Commitment",32.66
"2002",2021 Q1,"F","SEX OFFENSE","Technical Commitment",1.51
"2003",2021 Q1,"F","WEAPONS","New Commitment",1
"2004",2021 Q1,"F","WEAPONS","Technical Commitment",1.76
"2005",2021 Q1,"M","ALCOHOL & DRUG","New Commitment",288.83
"2006",2021 Q1,"M","ALCOHOL & DRUG","Technical Commitment",1.3
"2007",2021 Q1,"M","ALCOHOL & DRUG","Technical Commitment",70.04
"2008",2021 Q1,"M","DRIVING","New Commitment",87.39
"2009",2021 Q1,"M","DRIVING","Technical Commitment",21.67
"2010",2021 Q1,"M","DRUG POSSESSION ONLY","New Commitment",34.58
"2011",2021 Q1,"M","DRUG POSSESSION ONLY","Technical Commitment",20.27
"2012",2021 Q1,"M","MURDER","New Commitment",667.14
"2013",2021 Q1,"M","MURDER","Technical Commitment",21.87
"2014",2021 Q1,"M","MURDER","Technical Commitment",19.12
"2015",2021 Q1,"M","OTHER","New Commitment",46.6
"2016",2021 Q1,"M","OTHER","Technical Commitment",20.02
"2017",2021 Q1,"M","PERSON","New Commitment",957.6
"2018",2021 Q1,"M","PERSON","Technical Commitment",4
"2019",2021 Q1,"M","PERSON","Technical Commitment",189.97
"2020",2021 Q1,"M","PROPERTY","New Commitment",481.03
"2021",2021 Q1,"M","PROPERTY","Technical Commitment",178.61
"2022",2021 Q1,"M","SEX OFFENSE","New Commitment",18.41
"2023",2021 Q1,"M","SEX OFFENSE","Technical Commitment",2
"2024",2021 Q1,"M","SEX OFFENSE","New Commitment",1730.73
"2025",2021 Q1,"M","SEX OFFENSE","Technical Commitment",8.89
"2026",2021 Q1,"M","SEX OFFENSE","Technical Commitment",166.87
"2027",2021 Q1,"M","WEAPONS","New Commitment",89.78
"2028",2021 Q1,"M","WEAPONS","Technical Commitment",18.43
"2029",2021 Q2,"F","ALCOHOL & DRUG","New Commitment",57.62
"2030",2021 Q2,"F","ALCOHOL & DRUG","Technical Commitment",12.97
"2031",2021 Q2,"F","DRIVING","New Commitment",11.18
"2032",2021 Q2,"F","DRIVING","Technical Commitment",5.56
"2033",2021 Q2,"F","DRUG POSSESSION ONLY","New Commitment",14.36
"2034",2021 Q2,"F","DRUG POSSESSION ONLY","Technical Commitment",6.32
"2035",2021 Q2,"F","MURDER","New Commitment",53.24
"2036",2021 Q2,"F","MURDER","Technical Commitment",1
"2037",2021 Q2,"F","MURDER","Technical Commitment",3.03
"2038",2021 Q2,"F","OTHER","New Commitment",7.08
"2039",2021 Q2,"F","OTHER","Technical Commitment",4.26
"2040",2021 Q2,"F","PERSON","New Commitment",83.97
"2041",2021 Q2,"F","PERSON","Technical Commitment",14.95
"2042",2021 Q2,"F","PROPERTY","New Commitment",95.65
"2043",2021 Q2,"F","PROPERTY","Technical Commitment",36.73
"2044",2021 Q2,"F","SEX OFFENSE","New Commitment",31.98
"2045",2021 Q2,"F","SEX OFFENSE","Technical Commitment",1
"2046",2021 Q2,"F","WEAPONS","New Commitment",1
"2047",2021 Q2,"F","WEAPONS","Technical Commitment",2.79
"2048",2021 Q2,"M","ALCOHOL & DRUG","New Commitment",313.7
"2049",2021 Q2,"M","ALCOHOL & DRUG","Technical Commitment",2
"2050",2021 Q2,"M","ALCOHOL & DRUG","Technical Commitment",79.49
"2051",2021 Q2,"M","DRIVING","New Commitment",85.12
"2052",2021 Q2,"M","DRIVING","Technical Commitment",32.23
"2053",2021 Q2,"M","DRUG POSSESSION ONLY","New Commitment",29.91
"2054",2021 Q2,"M","DRUG POSSESSION ONLY","Technical Commitment",21.38
"2055",2021 Q2,"M","MURDER","New Commitment",659.3
"2056",2021 Q2,"M","MURDER","Technical Commitment",21.16
"2057",2021 Q2,"M","MURDER","Technical Commitment",17.22
"2058",2021 Q2,"M","OTHER","New Commitment",44.69
"2059",2021 Q2,"M","OTHER","Technical Commitment",26.36
"2060",2021 Q2,"M","PERSON","New Commitment",963.62
"2061",2021 Q2,"M","PERSON","Technical Commitment",4
"2062",2021 Q2,"M","PERSON","Technical Commitment",235.76
"2063",2021 Q2,"M","PROPERTY","New Commitment",480.77
"2064",2021 Q2,"M","PROPERTY","Technical Commitment",1
"2065",2021 Q2,"M","PROPERTY","Technical Commitment",198.31
"2066",2021 Q2,"M","SEX OFFENSE","New Commitment",20.47
"2067",2021 Q2,"M","SEX OFFENSE","Technical Commitment",2
"2068",2021 Q2,"M","SEX OFFENSE","New Commitment",1708.89
"2069",2021 Q2,"M","SEX OFFENSE","Technical Commitment",9
"2070",2021 Q2,"M","SEX OFFENSE","Technical Commitment",183.33
"2071",2021 Q2,"M","WEAPONS","New Commitment",84.22
"2072",2021 Q2,"M","WEAPONS","Technical Commitment",1
"2073",2021 Q2,"M","WEAPONS","Technical Commitment",25.65
"2074",2021 Q3,"F","ALCOHOL & DRUG","New Commitment",56.4
"2075",2021 Q3,"F","ALCOHOL & DRUG","Technical Commitment",9.96
"2076",2021 Q3,"F","DRIVING","New Commitment",12.75
"2077",2021 Q3,"F","DRIVING","Technical Commitment",7.26
"2078",2021 Q3,"F","DRUG POSSESSION ONLY","New Commitment",9.85
"2079",2021 Q3,"F","DRUG POSSESSION ONLY","Technical Commitment",7.53
"2080",2021 Q3,"F","MURDER","New Commitment",55.01
"2081",2021 Q3,"F","MURDER","Technical Commitment",1
"2082",2021 Q3,"F","MURDER","Technical Commitment",4.57
"2083",2021 Q3,"F","OTHER","New Commitment",8.61
"2084",2021 Q3,"F","OTHER","Technical Commitment",5.93
"2085",2021 Q3,"F","PERSON","New Commitment",85.45
"2086",2021 Q3,"F","PERSON","Technical Commitment",15.95
"2087",2021 Q3,"F","PROPERTY","New Commitment",101.3
"2088",2021 Q3,"F","PROPERTY","Technical Commitment",44.58
"2089",2021 Q3,"F","SEX OFFENSE","New Commitment",31.5
"2090",2021 Q3,"F","SEX OFFENSE","Technical Commitment",2.79
"2091",2021 Q3,"F","WEAPONS","Technical Commitment",2.03
"2092",2021 Q3,"M","ALCOHOL & DRUG","New Commitment",321.74
"2093",2021 Q3,"M","ALCOHOL & DRUG","Technical Commitment",2
"2094",2021 Q3,"M","ALCOHOL & DRUG","Technical Commitment",100.54
"2095",2021 Q3,"M","DRIVING","New Commitment",88.88
"2096",2021 Q3,"M","DRIVING","Technical Commitment",35.41
"2097",2021 Q3,"M","DRUG POSSESSION ONLY","New Commitment",29.23
"2098",2021 Q3,"M","DRUG POSSESSION ONLY","Technical Commitment",22.51
"2099",2021 Q3,"M","MURDER","New Commitment",652.57
"2100",2021 Q3,"M","MURDER","Technical Commitment",20.15
"2101",2021 Q3,"M","MURDER","Technical Commitment",23.2
"2102",2021 Q3,"M","OTHER","New Commitment",45.2
"2103",2021 Q3,"M","OTHER","Technical Commitment",37.39
"2104",2021 Q3,"M","PERSON","New Commitment",996.27
"2105",2021 Q3,"M","PERSON","Technical Commitment",4.57
"2106",2021 Q3,"M","PERSON","Technical Commitment",266.58
"2107",2021 Q3,"M","PROPERTY","New Commitment",498.27
"2108",2021 Q3,"M","PROPERTY","Technical Commitment",207.85
"2109",2021 Q3,"M","SEX OFFENSE","New Commitment",20.52
"2110",2021 Q3,"M","SEX OFFENSE","Technical Commitment",1.59
"2111",2021 Q3,"M","SEX OFFENSE","New Commitment",1713.62
"2112",2021 Q3,"M","SEX OFFENSE","Technical Commitment",9
"2113",2021 Q3,"M","SEX OFFENSE","Technical Commitment",196.77
"2114",2021 Q3,"M","WEAPONS","New Commitment",87.04
"2115",2021 Q3,"M","WEAPONS","Technical Commitment",1
