"","Quarter_Year","gender","top_ofnse_typ_desc","admin_type","count"
"1",2010 Q1,"F","ALCOHOL & DRUG","New Commitment",87.42
"2",2010 Q1,"F","ALCOHOL & DRUG","Technical Commitment",1
"3",2010 Q1,"F","ALCOHOL & DRUG","Technical Commitment",10.04
"4",2010 Q1,"F","DRIVING","New Commitment",22.64
"5",2010 Q1,"F","DRIVING","Technical Commitment",5.91
"6",2010 Q1,"F","DRUG POSSESSION ONLY","New Commitment",56.7
"7",2010 Q1,"F","DRUG POSSESSION ONLY","Technical Commitment",1
"8",2010 Q1,"F","DRUG POSSESSION ONLY","Technical Commitment",10.34
"9",2010 Q1,"F","MURDER","New Commitment",39.59
"10",2010 Q1,"F","MURDER","Technical Commitment",1
"11",2010 Q1,"F","MURDER","Technical Commitment",1.01
"12",2010 Q1,"F","OTHER","New Commitment",15.77
"13",2010 Q1,"F","OTHER","Technical Commitment",1.37
"14",2010 Q1,"F","PERSON","New Commitment",75.87
"15",2010 Q1,"F","PERSON","Technical Commitment",1
"16",2010 Q1,"F","PERSON","Technical Commitment",6.04
"17",2010 Q1,"F","PROPERTY","New Commitment",155.99
"18",2010 Q1,"F","PROPERTY","Technical Commitment",49.3
"19",2010 Q1,"F","SEX OFFENSE","New Commitment",23.61
"20",2010 Q1,"F","WEAPONS","New Commitment",1
"21",2010 Q1,"M","OTHER","New Commitment",3.82
"22",2010 Q1,"M","ALCOHOL & DRUG","New Commitment",427.98
"23",2010 Q1,"M","ALCOHOL & DRUG","Technical Commitment",2
"24",2010 Q1,"M","ALCOHOL & DRUG","Technical Commitment",60.28
"25",2010 Q1,"M","DRIVING","New Commitment",239.22
"26",2010 Q1,"M","DRIVING","Technical Commitment",38.77
"27",2010 Q1,"M","DRUG POSSESSION ONLY","New Commitment",190.48
"28",2010 Q1,"M","DRUG POSSESSION ONLY","Technical Commitment",1
"29",2010 Q1,"M","DRUG POSSESSION ONLY","Technical Commitment",61.49
"30",2010 Q1,"M","MURDER","New Commitment",578.13
"31",2010 Q1,"M","MURDER","Technical Commitment",23.31
"32",2010 Q1,"M","MURDER","Technical Commitment",15.61
"33",2010 Q1,"M","OTHER","New Commitment",58.91
"34",2010 Q1,"M","OTHER","Technical Commitment",15.76
"35",2010 Q1,"M","PERSON","New Commitment",971.54
"36",2010 Q1,"M","PERSON","Technical Commitment",5.34
"37",2010 Q1,"M","PERSON","Technical Commitment",106.42
"38",2010 Q1,"M","PROPERTY","New Commitment",988.97
"39",2010 Q1,"M","PROPERTY","Technical Commitment",3
"40",2010 Q1,"M","PROPERTY","Technical Commitment",157.38
"41",2010 Q1,"M","SEX OFFENSE","New Commitment",6.22
"42",2010 Q1,"M","SEX OFFENSE","New Commitment",1770.56
"43",2010 Q1,"M","SEX OFFENSE","Technical Commitment",16
"44",2010 Q1,"M","SEX OFFENSE","Technical Commitment",192.91
"45",2010 Q1,"M","WEAPONS","New Commitment",61.9
"46",2010 Q1,"M","WEAPONS","Technical Commitment",1
"47",2010 Q1,"M","WEAPONS","Technical Commitment",9.08
"48",2010 Q2,"F","ALCOHOL & DRUG","New Commitment",81.65
"49",2010 Q2,"F","ALCOHOL & DRUG","Technical Commitment",1
"50",2010 Q2,"F","ALCOHOL & DRUG","Technical Commitment",6.44
"51",2010 Q2,"F","DRIVING","New Commitment",18.02
"52",2010 Q2,"F","DRIVING","Technical Commitment",5.01
"53",2010 Q2,"F","DRUG POSSESSION ONLY","New Commitment",56.69
"54",2010 Q2,"F","DRUG POSSESSION ONLY","Technical Commitment",1
"55",2010 Q2,"F","DRUG POSSESSION ONLY","Technical Commitment",9.34
"56",2010 Q2,"F","MURDER","New Commitment",39
"57",2010 Q2,"F","MURDER","Technical Commitment",1
"58",2010 Q2,"F","MURDER","Technical Commitment",1.07
"59",2010 Q2,"F","OTHER","New Commitment",8.84
"60",2010 Q2,"F","OTHER","Technical Commitment",1
"61",2010 Q2,"F","PERSON","New Commitment",80.01
"62",2010 Q2,"F","PERSON","Technical Commitment",6.59
"63",2010 Q2,"F","PROPERTY","New Commitment",157.38
"64",2010 Q2,"F","PROPERTY","Technical Commitment",44.58
"65",2010 Q2,"F","SEX OFFENSE","New Commitment",24.53
"66",2010 Q2,"F","WEAPONS","New Commitment",1
"67",2010 Q2,"M","OTHER","New Commitment",6
"68",2010 Q2,"M","ALCOHOL & DRUG","New Commitment",436.03
"69",2010 Q2,"M","ALCOHOL & DRUG","Technical Commitment",2.01
"70",2010 Q2,"M","ALCOHOL & DRUG","Technical Commitment",59.76
"71",2010 Q2,"M","DRIVING","New Commitment",252.75
"72",2010 Q2,"M","DRIVING","Technical Commitment",43.36
"73",2010 Q2,"M","DRUG POSSESSION ONLY","New Commitment",187.27
"74",2010 Q2,"M","DRUG POSSESSION ONLY","Technical Commitment",52.14
"75",2010 Q2,"M","MURDER","New Commitment",579.18
"76",2010 Q2,"M","MURDER","Technical Commitment",23.82
"77",2010 Q2,"M","MURDER","Technical Commitment",13.2
"78",2010 Q2,"M","OTHER","New Commitment",59.71
"79",2010 Q2,"M","OTHER","Technical Commitment",11.71
"80",2010 Q2,"M","PERSON","New Commitment",991.78
"81",2010 Q2,"M","PERSON","Technical Commitment",6.16
"82",2010 Q2,"M","PERSON","Technical Commitment",107.7
"83",2010 Q2,"M","PROPERTY","New Commitment",1039.49
"84",2010 Q2,"M","PROPERTY","Technical Commitment",2.84
"85",2010 Q2,"M","PROPERTY","Technical Commitment",151.57
"86",2010 Q2,"M","SEX OFFENSE","New Commitment",8.13
"87",2010 Q2,"M","SEX OFFENSE","New Commitment",1791.4
"88",2010 Q2,"M","SEX OFFENSE","Technical Commitment",16
"89",2010 Q2,"M","SEX OFFENSE","Technical Commitment",196.97
"90",2010 Q2,"M","WEAPONS","New Commitment",65.16
"91",2010 Q2,"M","WEAPONS","Technical Commitment",1
"92",2010 Q2,"M","WEAPONS","Technical Commitment",10.47
"93",2010 Q3,"F","ALCOHOL & DRUG","New Commitment",80.49
"94",2010 Q3,"F","ALCOHOL & DRUG","Technical Commitment",1
"95",2010 Q3,"F","ALCOHOL & DRUG","Technical Commitment",13.5
"96",2010 Q3,"F","DRIVING","New Commitment",18.37
"97",2010 Q3,"F","DRIVING","Technical Commitment",3.22
"98",2010 Q3,"F","DRUG POSSESSION ONLY","New Commitment",60.38
"99",2010 Q3,"F","DRUG POSSESSION ONLY","Technical Commitment",1
"100",2010 Q3,"F","DRUG POSSESSION ONLY","Technical Commitment",10.66
"101",2010 Q3,"F","MURDER","New Commitment",39.93
"102",2010 Q3,"F","MURDER","Technical Commitment",1
"103",2010 Q3,"F","MURDER","Technical Commitment",1.1
"104",2010 Q3,"F","OTHER","New Commitment",7.7
"105",2010 Q3,"F","OTHER","Technical Commitment",1
"106",2010 Q3,"F","PERSON","New Commitment",81.29
"107",2010 Q3,"F","PERSON","Technical Commitment",4.17
"108",2010 Q3,"F","PROPERTY","New Commitment",177.54
"109",2010 Q3,"F","PROPERTY","Technical Commitment",1
"110",2010 Q3,"F","PROPERTY","Technical Commitment",40.53
"111",2010 Q3,"F","SEX OFFENSE","New Commitment",24.54
"112",2010 Q3,"F","SEX OFFENSE","Technical Commitment",1
"113",2010 Q3,"F","WEAPONS","New Commitment",1.64
"114",2010 Q3,"F","WEAPONS","Technical Commitment",1
"115",2010 Q3,"M","OTHER","New Commitment",6
"116",2010 Q3,"M","ALCOHOL & DRUG","New Commitment",437.48
"117",2010 Q3,"M","ALCOHOL & DRUG","Technical Commitment",2
"118",2010 Q3,"M","ALCOHOL & DRUG","Technical Commitment",60.04
"119",2010 Q3,"M","DRIVING","New Commitment",254.82
"120",2010 Q3,"M","DRIVING","Technical Commitment",49.98
"121",2010 Q3,"M","DRUG POSSESSION ONLY","New Commitment",185.39
"122",2010 Q3,"M","DRUG POSSESSION ONLY","Technical Commitment",47.05
"123",2010 Q3,"M","MURDER","New Commitment",580.83
"124",2010 Q3,"M","MURDER","Technical Commitment",24
"125",2010 Q3,"M","MURDER","Technical Commitment",14.04
"126",2010 Q3,"M","OTHER","New Commitment",62.89
"127",2010 Q3,"M","OTHER","Technical Commitment",12.52
"128",2010 Q3,"M","PERSON","New Commitment",1010.01
"129",2010 Q3,"M","PERSON","Technical Commitment",7
"130",2010 Q3,"M","PERSON","Technical Commitment",109.6
"131",2010 Q3,"M","PROPERTY","New Commitment",1047.18
"132",2010 Q3,"M","PROPERTY","Technical Commitment",2
"133",2010 Q3,"M","PROPERTY","Technical Commitment",140.03
"134",2010 Q3,"M","SEX OFFENSE","New Commitment",8.67
"135",2010 Q3,"M","SEX OFFENSE","New Commitment",1809.43
"136",2010 Q3,"M","SEX OFFENSE","Technical Commitment",16
"137",2010 Q3,"M","SEX OFFENSE","Technical Commitment",195.65
"138",2010 Q3,"M","WEAPONS","New Commitment",64.98
"139",2010 Q3,"M","WEAPONS","Technical Commitment",1
"140",2010 Q3,"M","WEAPONS","Technical Commitment",11.52
"141",2010 Q4,"F","ALCOHOL & DRUG","New Commitment",90.03
"142",2010 Q4,"F","ALCOHOL & DRUG","Technical Commitment",1
"143",2010 Q4,"F","ALCOHOL & DRUG","Technical Commitment",15.28
"144",2010 Q4,"F","DRIVING","New Commitment",19.82
"145",2010 Q4,"F","DRIVING","Technical Commitment",2.66
"146",2010 Q4,"F","DRUG POSSESSION ONLY","New Commitment",50.87
"147",2010 Q4,"F","DRUG POSSESSION ONLY","Technical Commitment",1
"148",2010 Q4,"F","DRUG POSSESSION ONLY","Technical Commitment",10.59
"149",2010 Q4,"F","MURDER","New Commitment",40.15
"150",2010 Q4,"F","MURDER","Technical Commitment",1
"151",2010 Q4,"F","MURDER","Technical Commitment",1.13
"152",2010 Q4,"F","OTHER","New Commitment",11.85
"153",2010 Q4,"F","OTHER","Technical Commitment",1
"154",2010 Q4,"F","PERSON","New Commitment",83.72
"155",2010 Q4,"F","PERSON","Technical Commitment",5.17
"156",2010 Q4,"F","PROPERTY","New Commitment",198.5
"157",2010 Q4,"F","PROPERTY","Technical Commitment",1
"158",2010 Q4,"F","PROPERTY","Technical Commitment",32.13
"159",2010 Q4,"F","SEX OFFENSE","New Commitment",24.7
"160",2010 Q4,"F","SEX OFFENSE","Technical Commitment",1
"161",2010 Q4,"F","WEAPONS","New Commitment",2
"162",2010 Q4,"F","WEAPONS","Technical Commitment",1
"163",2010 Q4,"M","OTHER","New Commitment",6.93
"164",2010 Q4,"M","ALCOHOL & DRUG","New Commitment",430.73
"165",2010 Q4,"M","ALCOHOL & DRUG","Technical Commitment",2
"166",2010 Q4,"M","ALCOHOL & DRUG","Technical Commitment",64.75
"167",2010 Q4,"M","DRIVING","New Commitment",266.26
"168",2010 Q4,"M","DRIVING","Technical Commitment",49.22
"169",2010 Q4,"M","DRUG POSSESSION ONLY","New Commitment",174.37
"170",2010 Q4,"M","DRUG POSSESSION ONLY","Technical Commitment",45.25
"171",2010 Q4,"M","MURDER","New Commitment",583.65
"172",2010 Q4,"M","MURDER","Technical Commitment",23
"173",2010 Q4,"M","MURDER","Technical Commitment",18.21
"174",2010 Q4,"M","OTHER","New Commitment",70.35
"175",2010 Q4,"M","OTHER","Technical Commitment",13.3
"176",2010 Q4,"M","PERSON","New Commitment",1035.99
"177",2010 Q4,"M","PERSON","Technical Commitment",7.43
"178",2010 Q4,"M","PERSON","Technical Commitment",100.86
"179",2010 Q4,"M","PROPERTY","New Commitment",1072.32
"180",2010 Q4,"M","PROPERTY","Technical Commitment",2
"181",2010 Q4,"M","PROPERTY","Technical Commitment",142.16
"182",2010 Q4,"M","SEX OFFENSE","New Commitment",9.26
"183",2010 Q4,"M","SEX OFFENSE","New Commitment",1825.02
"184",2010 Q4,"M","SEX OFFENSE","Technical Commitment",16
"185",2010 Q4,"M","SEX OFFENSE","Technical Commitment",195.7
"186",2010 Q4,"M","WEAPONS","New Commitment",63.68
"187",2010 Q4,"M","WEAPONS","Technical Commitment",1
"188",2010 Q4,"M","WEAPONS","Technical Commitment",13.84
"189",2011 Q1,"F","ALCOHOL & DRUG","New Commitment",89.87
"190",2011 Q1,"F","ALCOHOL & DRUG","Technical Commitment",1
"191",2011 Q1,"F","ALCOHOL & DRUG","Technical Commitment",13.03
"192",2011 Q1,"F","DRIVING","New Commitment",20.5
"193",2011 Q1,"F","DRIVING","Technical Commitment",2.99
"194",2011 Q1,"F","DRUG POSSESSION ONLY","New Commitment",45.69
"195",2011 Q1,"F","DRUG POSSESSION ONLY","Technical Commitment",1
"196",2011 Q1,"F","DRUG POSSESSION ONLY","Technical Commitment",12.69
"197",2011 Q1,"F","MURDER","New Commitment",40
"198",2011 Q1,"F","MURDER","Technical Commitment",1
"199",2011 Q1,"F","MURDER","Technical Commitment",1.57
"200",2011 Q1,"F","OTHER","New Commitment",10.19
"201",2011 Q1,"F","OTHER","Technical Commitment",1
"202",2011 Q1,"F","PERSON","New Commitment",87.44
"203",2011 Q1,"F","PERSON","Technical Commitment",5.36
"204",2011 Q1,"F","PROPERTY","New Commitment",207.63
"205",2011 Q1,"F","PROPERTY","Technical Commitment",1
"206",2011 Q1,"F","PROPERTY","Technical Commitment",29.89
"207",2011 Q1,"F","SEX OFFENSE","New Commitment",28.87
"208",2011 Q1,"F","SEX OFFENSE","Technical Commitment",1
"209",2011 Q1,"F","WEAPONS","New Commitment",1.12
"210",2011 Q1,"F","WEAPONS","Technical Commitment",1
"211",2011 Q1,"M","OTHER","New Commitment",7.47
"212",2011 Q1,"M","ALCOHOL & DRUG","New Commitment",432.27
"213",2011 Q1,"M","ALCOHOL & DRUG","Technical Commitment",2
"214",2011 Q1,"M","ALCOHOL & DRUG","Technical Commitment",53.81
"215",2011 Q1,"M","DRIVING","New Commitment",265.59
"216",2011 Q1,"M","DRIVING","Technical Commitment",37.49
"217",2011 Q1,"M","DRUG POSSESSION ONLY","New Commitment",179.29
"218",2011 Q1,"M","DRUG POSSESSION ONLY","Technical Commitment",34.6
"219",2011 Q1,"M","MURDER","New Commitment",589.57
"220",2011 Q1,"M","MURDER","Technical Commitment",22.62
"221",2011 Q1,"M","MURDER","Technical Commitment",17.1
"222",2011 Q1,"M","OTHER","New Commitment",72.08
"223",2011 Q1,"M","OTHER","Technical Commitment",11.53
"224",2011 Q1,"M","PERSON","New Commitment",1038.87
"225",2011 Q1,"M","PERSON","Technical Commitment",8
"226",2011 Q1,"M","PERSON","Technical Commitment",99.16
"227",2011 Q1,"M","PROPERTY","New Commitment",1093.16
"228",2011 Q1,"M","PROPERTY","Technical Commitment",2
"229",2011 Q1,"M","PROPERTY","Technical Commitment",130.69
"230",2011 Q1,"M","SEX OFFENSE","New Commitment",9.9
"231",2011 Q1,"M","SEX OFFENSE","New Commitment",1844.96
"232",2011 Q1,"M","SEX OFFENSE","Technical Commitment",15.2
"233",2011 Q1,"M","SEX OFFENSE","Technical Commitment",189.68
"234",2011 Q1,"M","WEAPONS","New Commitment",66.34
"235",2011 Q1,"M","WEAPONS","Technical Commitment",1
"236",2011 Q1,"M","WEAPONS","Technical Commitment",12.48
"237",2011 Q2,"F","ALCOHOL & DRUG","New Commitment",89.22
"238",2011 Q2,"F","ALCOHOL & DRUG","Technical Commitment",1
"239",2011 Q2,"F","ALCOHOL & DRUG","Technical Commitment",10.31
"240",2011 Q2,"F","DRIVING","New Commitment",23.41
"241",2011 Q2,"F","DRIVING","Technical Commitment",3.25
"242",2011 Q2,"F","DRUG POSSESSION ONLY","New Commitment",48.81
"243",2011 Q2,"F","DRUG POSSESSION ONLY","Technical Commitment",1
"244",2011 Q2,"F","DRUG POSSESSION ONLY","Technical Commitment",14.84
"245",2011 Q2,"F","MURDER","New Commitment",40.33
"246",2011 Q2,"F","MURDER","Technical Commitment",1
"247",2011 Q2,"F","MURDER","Technical Commitment",1.75
"248",2011 Q2,"F","OTHER","New Commitment",9.86
"249",2011 Q2,"F","OTHER","Technical Commitment",1
"250",2011 Q2,"F","PERSON","New Commitment",88.89
"251",2011 Q2,"F","PERSON","Technical Commitment",5.01
"252",2011 Q2,"F","PROPERTY","New Commitment",197.26
"253",2011 Q2,"F","PROPERTY","Technical Commitment",1
"254",2011 Q2,"F","PROPERTY","Technical Commitment",23.35
"255",2011 Q2,"F","SEX OFFENSE","New Commitment",33.29
"256",2011 Q2,"F","SEX OFFENSE","Technical Commitment",1
"257",2011 Q2,"F","WEAPONS","New Commitment",1
"258",2011 Q2,"M","OTHER","New Commitment",7.12
"259",2011 Q2,"M","ALCOHOL & DRUG","New Commitment",428.22
"260",2011 Q2,"M","ALCOHOL & DRUG","Technical Commitment",2
"261",2011 Q2,"M","ALCOHOL & DRUG","Technical Commitment",45.79
"262",2011 Q2,"M","DRIVING","New Commitment",261.02
"263",2011 Q2,"M","DRIVING","Technical Commitment",33.48
"264",2011 Q2,"M","DRUG POSSESSION ONLY","New Commitment",186.8
"265",2011 Q2,"M","DRUG POSSESSION ONLY","Technical Commitment",31.55
"266",2011 Q2,"M","MURDER","New Commitment",592.49
"267",2011 Q2,"M","MURDER","Technical Commitment",21.84
"268",2011 Q2,"M","MURDER","Technical Commitment",15.22
"269",2011 Q2,"M","OTHER","New Commitment",74.19
"270",2011 Q2,"M","OTHER","Technical Commitment",11.87
"271",2011 Q2,"M","PERSON","New Commitment",1044.26
"272",2011 Q2,"M","PERSON","Technical Commitment",8
"273",2011 Q2,"M","PERSON","Technical Commitment",107.51
"274",2011 Q2,"M","PROPERTY","New Commitment",1111.01
"275",2011 Q2,"M","PROPERTY","Technical Commitment",2
"276",2011 Q2,"M","PROPERTY","Technical Commitment",114
"277",2011 Q2,"M","SEX OFFENSE","New Commitment",7.91
"278",2011 Q2,"M","SEX OFFENSE","Technical Commitment",1
"279",2011 Q2,"M","SEX OFFENSE","New Commitment",1862.79
"280",2011 Q2,"M","SEX OFFENSE","Technical Commitment",15
"281",2011 Q2,"M","SEX OFFENSE","Technical Commitment",175.22
"282",2011 Q2,"M","WEAPONS","New Commitment",68.21
"283",2011 Q2,"M","WEAPONS","Technical Commitment",6.95
"284",2011 Q3,"F","ALCOHOL & DRUG","New Commitment",80.92
"285",2011 Q3,"F","ALCOHOL & DRUG","Technical Commitment",11.34
"286",2011 Q3,"F","DRIVING","New Commitment",20.79
"287",2011 Q3,"F","DRIVING","Technical Commitment",2.23
"288",2011 Q3,"F","DRUG POSSESSION ONLY","New Commitment",49.23
"289",2011 Q3,"F","DRUG POSSESSION ONLY","Technical Commitment",11.12
"290",2011 Q3,"F","MURDER","New Commitment",39.95
"291",2011 Q3,"F","MURDER","Technical Commitment",1
"292",2011 Q3,"F","MURDER","Technical Commitment",1
"293",2011 Q3,"F","OTHER","New Commitment",9.38
"294",2011 Q3,"F","OTHER","Technical Commitment",1
"295",2011 Q3,"F","PERSON","New Commitment",86.8
"296",2011 Q3,"F","PERSON","Technical Commitment",6.36
"297",2011 Q3,"F","PROPERTY","New Commitment",192.22
"298",2011 Q3,"F","PROPERTY","Technical Commitment",1
"299",2011 Q3,"F","PROPERTY","Technical Commitment",21.49
"300",2011 Q3,"F","SEX OFFENSE","New Commitment",35.71
"301",2011 Q3,"F","SEX OFFENSE","Technical Commitment",1
"302",2011 Q3,"M","OTHER","New Commitment",6.79
"303",2011 Q3,"M","OTHER","Technical Commitment",1
"304",2011 Q3,"M","ALCOHOL & DRUG","New Commitment",412.29
"305",2011 Q3,"M","ALCOHOL & DRUG","Technical Commitment",2.02
"306",2011 Q3,"M","ALCOHOL & DRUG","Technical Commitment",39.05
"307",2011 Q3,"M","DRIVING","New Commitment",246.52
"308",2011 Q3,"M","DRIVING","Technical Commitment",35.87
"309",2011 Q3,"M","DRUG POSSESSION ONLY","New Commitment",191.05
"310",2011 Q3,"M","DRUG POSSESSION ONLY","Technical Commitment",25.14
"311",2011 Q3,"M","MURDER","New Commitment",600.62
"312",2011 Q3,"M","MURDER","Technical Commitment",21
"313",2011 Q3,"M","MURDER","Technical Commitment",15.53
"314",2011 Q3,"M","OTHER","New Commitment",70.5
"315",2011 Q3,"M","OTHER","Technical Commitment",11.84
"316",2011 Q3,"M","PERSON","New Commitment",1052.98
"317",2011 Q3,"M","PERSON","Technical Commitment",8
"318",2011 Q3,"M","PERSON","Technical Commitment",95.85
"319",2011 Q3,"M","PROPERTY","New Commitment",1093.35
"320",2011 Q3,"M","PROPERTY","Technical Commitment",2
"321",2011 Q3,"M","PROPERTY","Technical Commitment",124.25
"322",2011 Q3,"M","SEX OFFENSE","New Commitment",7.85
"323",2011 Q3,"M","SEX OFFENSE","Technical Commitment",1
"324",2011 Q3,"M","SEX OFFENSE","New Commitment",1883.41
"325",2011 Q3,"M","SEX OFFENSE","Technical Commitment",15
"326",2011 Q3,"M","SEX OFFENSE","Technical Commitment",172.8
"327",2011 Q3,"M","WEAPONS","New Commitment",67.49
"328",2011 Q3,"M","WEAPONS","Technical Commitment",7.22
"329",2011 Q4,"F","ALCOHOL & DRUG","New Commitment",74.72
"330",2011 Q4,"F","ALCOHOL & DRUG","Technical Commitment",16.76
"331",2011 Q4,"F","DRIVING","New Commitment",19.86
"332",2011 Q4,"F","DRIVING","Technical Commitment",3.13
"333",2011 Q4,"F","DRUG POSSESSION ONLY","New Commitment",55.82
"334",2011 Q4,"F","DRUG POSSESSION ONLY","Technical Commitment",1
"335",2011 Q4,"F","DRUG POSSESSION ONLY","Technical Commitment",8.18
"336",2011 Q4,"F","MURDER","New Commitment",39.47
"337",2011 Q4,"F","MURDER","Technical Commitment",1
"338",2011 Q4,"F","MURDER","Technical Commitment",2.11
"339",2011 Q4,"F","OTHER","New Commitment",9.38
"340",2011 Q4,"F","PERSON","New Commitment",86.43
"341",2011 Q4,"F","PERSON","Technical Commitment",6.37
"342",2011 Q4,"F","PROPERTY","New Commitment",193.35
"343",2011 Q4,"F","PROPERTY","Technical Commitment",1
"344",2011 Q4,"F","PROPERTY","Technical Commitment",26.65
"345",2011 Q4,"F","SEX OFFENSE","New Commitment",35.37
"346",2011 Q4,"F","SEX OFFENSE","Technical Commitment",1
"347",2011 Q4,"M","OTHER","New Commitment",8.2
"348",2011 Q4,"M","OTHER","Technical Commitment",1
"349",2011 Q4,"M","ALCOHOL & DRUG","New Commitment",420.45
"350",2011 Q4,"M","ALCOHOL & DRUG","Technical Commitment",3
"351",2011 Q4,"M","ALCOHOL & DRUG","Technical Commitment",42.34
"352",2011 Q4,"M","DRIVING","New Commitment",229.5
"353",2011 Q4,"M","DRIVING","Technical Commitment",34.24
"354",2011 Q4,"M","DRUG POSSESSION ONLY","New Commitment",186.89
"355",2011 Q4,"M","DRUG POSSESSION ONLY","Technical Commitment",27.86
"356",2011 Q4,"M","MURDER","New Commitment",607.29
"357",2011 Q4,"M","MURDER","Technical Commitment",21.58
"358",2011 Q4,"M","MURDER","Technical Commitment",15.02
"359",2011 Q4,"M","OTHER","New Commitment",72.58
"360",2011 Q4,"M","OTHER","Technical Commitment",10.74
"361",2011 Q4,"M","PERSON","New Commitment",1069.65
"362",2011 Q4,"M","PERSON","Technical Commitment",8.96
"363",2011 Q4,"M","PERSON","Technical Commitment",90.86
"364",2011 Q4,"M","PROPERTY","New Commitment",1105.82
"365",2011 Q4,"M","PROPERTY","Technical Commitment",2
"366",2011 Q4,"M","PROPERTY","Technical Commitment",125.97
"367",2011 Q4,"M","SEX OFFENSE","New Commitment",7.42
"368",2011 Q4,"M","SEX OFFENSE","New Commitment",1895
"369",2011 Q4,"M","SEX OFFENSE","Technical Commitment",14.15
"370",2011 Q4,"M","SEX OFFENSE","Technical Commitment",169.54
"371",2011 Q4,"M","WEAPONS","New Commitment",66.08
"372",2011 Q4,"M","WEAPONS","Technical Commitment",9.77
"373",2012 Q1,"F","ALCOHOL & DRUG","New Commitment",75.03
"374",2012 Q1,"F","ALCOHOL & DRUG","Technical Commitment",14.73
"375",2012 Q1,"F","DRIVING","New Commitment",19.64
"376",2012 Q1,"F","DRIVING","Technical Commitment",1.59
"377",2012 Q1,"F","DRUG POSSESSION ONLY","New Commitment",56.43
"378",2012 Q1,"F","DRUG POSSESSION ONLY","Technical Commitment",1
"379",2012 Q1,"F","DRUG POSSESSION ONLY","Technical Commitment",11.69
"380",2012 Q1,"F","MURDER","New Commitment",36.92
"381",2012 Q1,"F","MURDER","Technical Commitment",1
"382",2012 Q1,"F","MURDER","Technical Commitment",2.45
"383",2012 Q1,"F","OTHER","New Commitment",10.75
"384",2012 Q1,"F","PERSON","New Commitment",93.41
"385",2012 Q1,"F","PERSON","Technical Commitment",5.96
"386",2012 Q1,"F","PROPERTY","New Commitment",208.2
"387",2012 Q1,"F","PROPERTY","Technical Commitment",1.87
"388",2012 Q1,"F","PROPERTY","Technical Commitment",31.18
"389",2012 Q1,"F","SEX OFFENSE","New Commitment",36.55
"390",2012 Q1,"F","SEX OFFENSE","Technical Commitment",1.99
"391",2012 Q1,"F","WEAPONS","New Commitment",1
"392",2012 Q1,"M","OTHER","New Commitment",8
"393",2012 Q1,"M","ALCOHOL & DRUG","New Commitment",423.22
"394",2012 Q1,"M","ALCOHOL & DRUG","Technical Commitment",3
"395",2012 Q1,"M","ALCOHOL & DRUG","Technical Commitment",40.96
"396",2012 Q1,"M","DRIVING","New Commitment",222.7
"397",2012 Q1,"M","DRIVING","Technical Commitment",35.88
"398",2012 Q1,"M","DRUG POSSESSION ONLY","New Commitment",190.44
"399",2012 Q1,"M","DRUG POSSESSION ONLY","Technical Commitment",29.84
"400",2012 Q1,"M","MURDER","New Commitment",612.24
"401",2012 Q1,"M","MURDER","Technical Commitment",22.4
"402",2012 Q1,"M","MURDER","Technical Commitment",14.97
"403",2012 Q1,"M","OTHER","New Commitment",69.32
"404",2012 Q1,"M","OTHER","Technical Commitment",11.85
"405",2012 Q1,"M","PERSON","New Commitment",1067.78
"406",2012 Q1,"M","PERSON","Technical Commitment",9.58
"407",2012 Q1,"M","PERSON","Technical Commitment",88.54
"408",2012 Q1,"M","PROPERTY","New Commitment",1110.46
"409",2012 Q1,"M","PROPERTY","Technical Commitment",2
"410",2012 Q1,"M","PROPERTY","Technical Commitment",127.37
"411",2012 Q1,"M","SEX OFFENSE","New Commitment",7.71
"412",2012 Q1,"M","SEX OFFENSE","New Commitment",1907.98
"413",2012 Q1,"M","SEX OFFENSE","Technical Commitment",14
"414",2012 Q1,"M","SEX OFFENSE","Technical Commitment",166.53
"415",2012 Q1,"M","WEAPONS","New Commitment",63.46
"416",2012 Q1,"M","WEAPONS","Technical Commitment",14.51
"417",2012 Q2,"F","ALCOHOL & DRUG","New Commitment",75.07
"418",2012 Q2,"F","ALCOHOL & DRUG","Technical Commitment",12.31
"419",2012 Q2,"F","DRIVING","New Commitment",17.96
"420",2012 Q2,"F","DRIVING","Technical Commitment",2.03
"421",2012 Q2,"F","DRUG POSSESSION ONLY","New Commitment",54.62
"422",2012 Q2,"F","DRUG POSSESSION ONLY","Technical Commitment",1
"423",2012 Q2,"F","DRUG POSSESSION ONLY","Technical Commitment",12.76
"424",2012 Q2,"F","MURDER","New Commitment",36.9
"425",2012 Q2,"F","MURDER","Technical Commitment",1
"426",2012 Q2,"F","MURDER","Technical Commitment",3.89
"427",2012 Q2,"F","OTHER","New Commitment",12.13
"428",2012 Q2,"F","OTHER","Technical Commitment",1.43
"429",2012 Q2,"F","PERSON","New Commitment",100.58
"430",2012 Q2,"F","PERSON","Technical Commitment",7.78
"431",2012 Q2,"F","PROPERTY","New Commitment",202.51
"432",2012 Q2,"F","PROPERTY","Technical Commitment",1.03
"433",2012 Q2,"F","PROPERTY","Technical Commitment",25.7
"434",2012 Q2,"F","SEX OFFENSE","New Commitment",37.14
"435",2012 Q2,"F","SEX OFFENSE","Technical Commitment",2.96
"436",2012 Q2,"F","WEAPONS","New Commitment",1
"437",2012 Q2,"M","OTHER","New Commitment",8.51
